Title                                                                                       - Score - Year - Num Eps            - Duration             - Genre(s)                                                                        - Link
Long Riders! Recap                                                                          - 5.73  - 2016 - 1 episode(s)       - 23 min.              - Slice of Life, Comedy, Sports, Shounen                                          - https://myanimelist.net/anime/34367
Love & Gift                                                                                 - 4.92  - 2015 - 1 episode(s)       - 2 min.               - Slice of Life                                                                   - https://myanimelist.net/anime/31512
Love                                                                                        - 3.29  - 2015 - 1 episode(s)       - 4 min.               - Music                                                                           - https://myanimelist.net/anime/36113
Lupin III: The Last Job                                                                     - 7.09  - 2010 - 1 episode(s)       - 1 hr. 32 min.        - Action, Adventure, Comedy, Seinen                                               - https://myanimelist.net/anime/8097
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba                                               - 7.60  - 2008 - 3 episode(s)       - 30 min. per ep.      - Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire - https://myanimelist.net/anime/4188
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi                                               - 5.69  - 1980 - 1 episode(s)       - 15 min.              - Slice of Life, Magic, Comedy, Shoujo                                            - https://myanimelist.net/anime/7807
Makkuro na Obentou                                                                          - 7.89  - 1990 - 1 episode(s)       - 50 min.              - Drama, Historical                                                               - https://myanimelist.net/anime/20229
Maple Town Monogatari (Movie)                                                               - 5.75  - 1986 - 1 episode(s)       - 26 min.              - Slice of Life, Fantasy                                                          - https://myanimelist.net/anime/34826
Marginal#4: Kiss kara Tsukuru Big Bang                                                      - 6.83  - 2017 - 12 episode(s)      - 23 min. per ep.      - Music, Comedy, School                                                           - https://myanimelist.net/anime/33788
Marine Snow no Densetsu                                                                     - 6.23  - 1980 - 1 episode(s)       - 1 hr. 34 min.        - Sci-Fi                                                                          - https://myanimelist.net/anime/6942
Match Uri no Shoujo                                                                         - 6.06  - 1971 - 1 episode(s)       - 18 min.              - Drama, Kids                                                                     - https://myanimelist.net/anime/11693
Memories Off 3.5                                                                            - 6.40  - 2004 - 4 episode(s)       - 27 min. per ep.      - Romance, Drama                                                                  - https://myanimelist.net/anime/363
Miira no Kaikata                                                                            - 7.52  - 2018 - 12 episode(s)      - 24 min. per ep.      - Slice of Life, Comedy, Supernatural                                             - https://myanimelist.net/anime/35828
Mitsuwano                                                                                   - 6.10  - 2014 - 1 episode(s)       - 28 min.              - Slice of Life                                                                   - https://myanimelist.net/anime/21649
Mobile Suit Gundam Unicorn                                                                  - 8.31  - 2010 - 7 episode(s)       - 1 hr. 2 min. per ep. - Action, Drama, Mecha, Military, Sci-Fi, Space                                   - https://myanimelist.net/anime/6336
Mobile Suit Gundam: Char's Counterattack                                                    - 7.77  - 1988 - 1 episode(s)       - 1 hr. 59 min.        - Military, Sci-Fi, Space, Drama, Mecha                                           - https://myanimelist.net/anime/87
Mobile Suit SD Gundam Mk I                                                                  - 6.45  - 1988 - 3 episode(s)       - 10 min. per ep.      - Mecha, Parody, Sci-Fi                                                           - https://myanimelist.net/anime/2302
Momotarou: Umi no Shinpei                                                                   - 5.31  - 1945 - 1 episode(s)       - 1 hr. 14 min.        - Action, Military                                                                - https://myanimelist.net/anime/2765
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?                                             - 7.79  - 2013 - 10 episode(s)      - 23 min. per ep.      - Action, Comedy, Fantasy, Supernatural                                           - https://myanimelist.net/anime/15315
Mononoke Hime                                                                               - 8.80  - 1997 - 1 episode(s)       - 2 hr. 10 min.        - Action, Adventure, Fantasy                                                      - https://myanimelist.net/anime/164
Monster Musume no Iru Nichijou OVA                                                          - 7.33  - 2016 - 2 episode(s)       - 24 min. per ep.      - Harem, Comedy, Romance, Ecchi, Fantasy, Seinen                                  - https://myanimelist.net/anime/32698
Moyashimon                                                                                  - 7.65  - 2007 - 11 episode(s)      - 23 min. per ep.      - Comedy, School, Supernatural                                                    - https://myanimelist.net/anime/3001
Naruto: The Cross Roads                                                                     - 6.94  - 2009 - 1 episode(s)       - 27 min.              - Action, Adventure, Comedy, Shounen                                              - https://myanimelist.net/anime/7367
Natsu no Gero wa Fuyu no Sakana                                                             - 3.96  - 2016 - 1 episode(s)       - 2 min.               - Dementia, Music                                                                 - https://myanimelist.net/anime/33220
Natsume Yuujinchou Roku                                                                     - 8.74  - 2017 - 11 episode(s)      - 23 min. per ep.      - Drama, Fantasy, Shoujo, Slice of Life, Supernatural                             - https://myanimelist.net/anime/34591
Negibouzu no Asatarou                                                                       - 6.00  - 2008 - 48 episode(s)      - 20 min. per ep.      - Adventure, Comedy, Historical                                                   - https://myanimelist.net/anime/5184
Nemure Omoigo, Sora no Shitone ni                                                           - 5.34  - 2014 - 1 episode(s)       - 49 min.              - Adventure, Space, Drama                                                         - https://myanimelist.net/anime/30473
Nichijou: Nichijou no 0-wa                                                                  - 7.40  - 2011 - 1 episode(s)       - 22 min.              - Comedy, School, Slice of Life                                                   - https://myanimelist.net/anime/8857
Ningen Shikkaku: Director's Cut-ban                                                         - 7.58  - 2009 - 1 episode(s)       - 1 hr. 29 min.        - Drama, Historical, Psychological, Seinen                                        - https://myanimelist.net/anime/7651
Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki                                      - 6.07  - 1983 - 1 episode(s)       - 52 min.              - Comedy, Kids, Martial Arts, Slice of Life                                       - https://myanimelist.net/anime/23647
Ninja Tamamaru                                                                              - 6.00  - 2008 - 26 episode(s)      - 5 min. per ep.       - Kids, Martial Arts                                                              - https://myanimelist.net/anime/35106
Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan                             - 6.76  - 2011 - 1 episode(s)       - 1 hr. 18 min.        - Comedy, Shounen                                                                 - https://myanimelist.net/anime/10114
Nobunaga Concerto                                                                           - 7.73  - 2014 - 10 episode(s)      - 22 min. per ep.      - Comedy, Historical, Romance, Shounen                                            - https://myanimelist.net/anime/24135
Nodame Cantabile                                                                            - 8.41  - 2007 - 23 episode(s)      - 22 min. per ep.      - Music, Slice of Life, Comedy, Drama, Romance, Josei                             - https://myanimelist.net/anime/1698
Noein: Mou Hitori no Kimi e                                                                 - 7.70  - 2005 - 24 episode(s)      - 25 min. per ep.      - Adventure, Drama, Sci-Fi, Slice of Life                                         - https://myanimelist.net/anime/584
Nogsaegjeoncha Haemosu                                                                      - 6.34  - 1997 - 26 episode(s)      - 30 min. per ep.      - Action, Adventure, Fantasy, Shounen                                             - https://myanimelist.net/anime/9106
Nora to Oujo to Noraneko Heart                                                              - 5.42  - 2017 - 11 episode(s)      - 3 min. per ep.       - Comedy, Ecchi                                                                   - https://myanimelist.net/anime/32447
Nuwa Chengzhang Riji                                                                        - 6.43  - 2016 - 30 episode(s)      - 9 min. per ep.       - Comedy, Fantasy                                                                 - https://myanimelist.net/anime/33038
Nyamen                                                                                      - 5.46  - 2014 - 12 episode(s)      - 5 min. per ep.       - Comedy                                                                          - https://myanimelist.net/anime/22849
Oban Star-Racers                                                                            - 7.53  - 2006 - 26 episode(s)      - 25 min. per ep.      - Adventure, Mecha, Sci-Fi, Shounen                                               - https://myanimelist.net/anime/1212
Okama Hakusho                                                                               - 5.10  - 1991 - 3 episode(s)       - 45 min. per ep.      - Comedy, Seinen                                                                  - https://myanimelist.net/anime/10353
One Piece Film: Strong World                                                                - 8.33  - 2009 - 1 episode(s)       - 1 hr. 55 min.        - Action, Adventure, Comedy, Drama, Fantasy, Shounen                              - https://myanimelist.net/anime/4155
Ore wa Teppei                                                                               - 6.84  - 1977 - 28 episode(s)      - 25 min. per ep.      - Action, Shounen, Sports                                                         - https://myanimelist.net/anime/3827
Owarimonogatari 2nd Season Recaps                                                           - 7.65  - 2017 - 2 episode(s)       - 25 min. per ep.      - Mystery, Comedy, Supernatural, Vampire                                          - https://myanimelist.net/anime/36796
Owarimonogatari 2nd Season                                                                  - 9.02  - 2017 - 7 episode(s)       - 22 min. per ep.      - Comedy, Mystery, Supernatural, Vampire                                          - https://myanimelist.net/anime/35247
Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation - 6.63  - 2017 - 1 episode(s)       - 28 min.              - Hentai                                                                          - https://myanimelist.net/anime/36461
Panda-Z: The Robonimation                                                                   - 6.45  - 2004 - 30 episode(s)      - 5 min. per ep.       - Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen                            - https://myanimelist.net/anime/2234
Perman: Birdman ga Yatte Kita!!                                                             - 5.64  - 1983 - 1 episode(s)       - 25 min.              - Kids, Adventure, Comedy, Super Power                                            - https://myanimelist.net/anime/29613
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken      - 6.84  - 2009 - 1 episode(s)       - 20 min.              - Adventure, Fantasy, Kids                                                        - https://myanimelist.net/anime/6275
Pokemon XY: Sora no Hahen                                                                   - 6.81  - 2014 - 1 episode(s)       - 25 min.              - Adventure, Fantasy, Kids                                                        - https://myanimelist.net/anime/23849
PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris                                       - 7.16  - 2016 - 1 episode(s)       - 1 hr. 12 min.        - Music, Slice of Life, School, Shoujo                                            - https://myanimelist.net/anime/31919
Private Eye Dol                                                                             - 6.12  - 1995 - 3 episode(s)       - 15 min. per ep.      - Comedy, Mystery                                                                 - https://myanimelist.net/anime/25983
Psycho-Pass                                                                                 - 8.45  - 2012 - 22 episode(s)      - 23 min. per ep.      - Action, Police, Psychological, Sci-Fi                                           - https://myanimelist.net/anime/13601
Pugyuru                                                                                     - 5.83  - 2004 - 13 episode(s)      - 3 min. per ep.       - Comedy, Fantasy, School                                                         - https://myanimelist.net/anime/786
Puzzle & Dragons CM                                                                         - 5.90  - 2015 - 2 episode(s)       - 37 sec. per ep.      - Game, School                                                                    - https://myanimelist.net/anime/31846
Quiz Magic Academy: The Original Animation                                                  - 6.21  - 2008 - 1 episode(s)       - 29 min.              - Comedy, Fantasy, Magic, School                                                  - https://myanimelist.net/anime/5080
Redline Pilot                                                                               - 6.77  - 2009 - 1 episode(s)       - 5 min.               - Cars, Sports                                                                    - https://myanimelist.net/anime/11483
Residence                                                                                   - 6.91  - 2017 - Unknown episode(s) - 20 min.              - Hentai, Demons                                                                  - https://myanimelist.net/anime/35446
RideBack                                                                                    - 7.35  - 2009 - 12 episode(s)      - 24 min. per ep.      - Action, Drama, Mecha, School, Sci-Fi                                            - https://myanimelist.net/anime/4618
Robokko Beeton                                                                              - 5.00  - 1976 - 50 episode(s)      - 25 min. per ep.      - Adventure, Comedy, Kids, Slice of Life                                          - https://myanimelist.net/anime/20147
Robot Town Sagami 2028                                                                      - 6.26  - 2016 - 1 episode(s)       - 8 min.               - Drama                                                                           - https://myanimelist.net/anime/33192
Robotics;Notes                                                                              - 7.40  - 2012 - 22 episode(s)      - 23 min. per ep.      - Sci-Fi, Mystery, Drama, Mecha, School                                           - https://myanimelist.net/anime/13599
Rockman.EXE Movie: Hikari to Yami no Program                                                - 7.36  - 2005 - 1 episode(s)       - 48 min.              - Action, Adventure, Game, Kids                                                   - https://myanimelist.net/anime/2111
Rokujouma no Shinryakusha!? (TV)                                                            - 7.29  - 2014 - 12 episode(s)      - 23 min. per ep.      - Harem, Comedy, Supernatural, School                                             - https://myanimelist.net/anime/22865
Room Mate                                                                                   - 4.91  - 2017 - 12 episode(s)      - 4 min. per ep.       - Harem, Slice of Life                                                            - https://myanimelist.net/anime/34393
Ryojoku no Rensa                                                                            - 6.11  - 2003 - 2 episode(s)       - 30 min. per ep.      - Hentai                                                                          - https://myanimelist.net/anime/2370
Ryoukan-san                                                                                 - 5.86  - 2003 - 1 episode(s)       - 1 hr. 13 min.        - Historical                                                                      - https://myanimelist.net/anime/30204
SHADOW OF LAFFANDOR: Laffandor Kuni Monogatari ~FANTASY PICTURE STORY~                      - N/A   - 2017 - Unknown episode(s) - 10 min.              - Drama                                                                           - https://myanimelist.net/anime/35989
Sagaken wo Meguru Animation                                                                 - 6.14  - 2016 - 2 episode(s)       - 12 min. per ep.      - Slice of Life                                                                   - https://myanimelist.net/anime/32397
Saint Seiya: Kamigami no Atsuki Tatakai                                                     - 7.09  - 1988 - 1 episode(s)       - 45 min.              - Adventure, Sci-Fi, Shounen                                                      - https://myanimelist.net/anime/1258
Samchongsa: Time Machine 001                                                                - 4.48  - 1980 - 1 episode(s)       - 1 hr. 11 min.        - Adventure, Sci-Fi                                                               - https://myanimelist.net/anime/13365
Samurai 7                                                                                   - 7.57  - 2004 - 26 episode(s)      - 26 min. per ep.      - Historical, Mecha, Samurai, Sci-Fi                                              - https://myanimelist.net/anime/166
Sanchoume no Yuuhi                                                                          - 6.83  - 1990 - 27 episode(s)      - 25 min. per ep.      - Comedy, Slice of Life                                                           - https://myanimelist.net/anime/21483
Seiken Tsukai no World Break                                                                - 7.15  - 2015 - 12 episode(s)      - 24 min. per ep.      - Action, Fantasy, Harem, Romance, School, Supernatural                           - https://myanimelist.net/anime/22663
Seikon no Qwaser II                                                                         - 6.61  - 2011 - 12 episode(s)      - 24 min. per ep.      - Action, Super Power, Supernatural, Ecchi, Seinen                                - https://myanimelist.net/anime/10073
Sekai Seifuku: Bouryaku no Zvezda                                                           - 7.15  - 2014 - 12 episode(s)      - 24 min. per ep.      - Action, Comedy, Fantasy                                                         - https://myanimelist.net/anime/20973
Sekai de Ichiban Tsuyoku Naritai! Specials                                                  - 5.81  - 2013 - 6 episode(s)       - 4 min. per ep.       - Action, Ecchi, Sports                                                           - https://myanimelist.net/anime/21009
Sengoku Musou                                                                               - 6.65  - 2015 - 12 episode(s)      - 24 min. per ep.      - Action, Historical, Samurai                                                     - https://myanimelist.net/anime/28283
Shin Mitsubachi Maya no Bouken                                                              - 6.39  - 1982 - 52 episode(s)      - 25 min. per ep.      - Adventure, Comedy                                                               - https://myanimelist.net/anime/8373
Shin Shounan Bakusouzoku Arakure Knight                                                     - 5.50  - 1997 - 2 episode(s)       - 43 min. per ep.      - Adventure                                                                       - https://myanimelist.net/anime/16510
Shino-sensei no Yuuwaku Jugyou                                                              - 6.06  - 2004 - 1 episode(s)       - 30 min.              - Hentai                                                                          - https://myanimelist.net/anime/3532
Shinshuu Sudama-hen                                                                         - 6.30  - 1988 - 4 episode(s)       - 28 min. per ep.      - Action, Martial Arts, Samurai, Historical, Seinen                               - https://myanimelist.net/anime/7052
Shirotan: Shirotan ga Ippai!                                                                - 6.74  - 2017 - 24 episode(s)      - 1 min. per ep.       - Kids                                                                            - https://myanimelist.net/anime/36107
Shizukanaru Don: Yakuza Side Story                                                          - 5.27  - 1991 - 1 episode(s)       - 45 min.              - Action, Comedy, Drama, Seinen                                                   - https://myanimelist.net/anime/9349
Shoujo kara Shoujo e...                                                                     - 7.03  - 2016 - 2 episode(s)       - 16 min. per ep.      - Hentai                                                                          - https://myanimelist.net/anime/32518
Slam Dunk (Movie)                                                                           - 7.45  - 1994 - 1 episode(s)       - 30 min.              - Comedy, Drama, School, Shounen, Slice of Life, Sports                           - https://myanimelist.net/anime/1764
Slayers Evolution-R                                                                         - 7.50  - 2009 - 13 episode(s)      - 24 min. per ep.      - Adventure, Comedy, Fantasy                                                      - https://myanimelist.net/anime/5233
Slow Start: Web Yokoku Movie                                                                - 6.02  - 2018 - 11 episode(s)      - 38 sec. per ep.      - Slice of Life                                                                   - https://myanimelist.net/anime/37104
Sol                                                                                         - 5.07  - 2012 - 1 episode(s)       - 2 min.               - Dementia, Music                                                                 - https://myanimelist.net/anime/31450
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman                               - 5.55  - 2008 - 1 episode(s)       - 21 min.              - Kids, Fantasy, Comedy                                                           - https://myanimelist.net/anime/21951
Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime                                     - 6.15  - 2003 - 1 episode(s)       - 20 min.              - Kids, Fantasy, Comedy                                                           - https://myanimelist.net/anime/27491
Sore Ike! Anpanman: Ruby no Negai                                                           - 6.31  - 2003 - 1 episode(s)       - 51 min.              - Comedy, Kids, Magic                                                             - https://myanimelist.net/anime/11791
Sore Ike! Anpanman: Yousei Rinrin no Himitsu                                                - 5.79  - 2008 - 1 episode(s)       - 51 min.              - Comedy, Fantasy, Kids                                                           - https://myanimelist.net/anime/21967
Steins;Gate 0                                                                               - 9.16  - 2018 - 23 episode(s)      - 23 min. per ep.      - Sci-Fi, Thriller                                                                - https://myanimelist.net/anime/30484
Stone Age                                                                                   - 6.00  - 2017 - 52 episode(s)      - 10 min. per ep.      - Fantasy, Kids                                                                   - https://myanimelist.net/anime/36657
Street Fighter IV: Aratanaru Kizuna                                                         - 6.32  - 2009 - 1 episode(s)       - 1 hr. 5 min.         - Action, Adventure, Shounen                                                      - https://myanimelist.net/anime/5369
Strike Witches: Operation Victory Arrow                                                     - 7.46  - 2014 - 3 episode(s)       - 28 min. per ep.      - Action, Military, Sci-Fi, Magic                                                 - https://myanimelist.net/anime/23725
Suishou no Yoru: Aoi Kokuhaku yori                                                          - 5.16  - 2003 - 1 episode(s)       - 26 min.              - Hentai                                                                          - https://myanimelist.net/anime/5555
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono                                 - 7.40  - 2017 - 1 episode(s)       - 25 min.              - Action, Mystery, Horror, Psychological                                          - https://myanimelist.net/anime/34152
Super Lovers 2                                                                              - 7.69  - 2017 - 10 episode(s)      - 24 min. per ep.      - Slice of Life, Comedy, Drama, Romance, Shounen Ai                               - https://myanimelist.net/anime/33417
THE IDOLM@STER CINDERELLA GIRLS 5th LIVE TOUR Serendipity Parade!!! Manner Movie            - N/A   - 2017 - 1 episode(s)       - 3 min.               -                                                                                 - https://myanimelist.net/anime/37215
Takunomi.                                                                                   - 6.40  - 2018 - 12 episode(s)      - 12 min. per ep.      - Comedy, Slice of Life                                                           - https://myanimelist.net/anime/36108
Tamagotchi Honto no Hanashi                                                                 - 5.88  - 1997 - 1 episode(s)       - 20 min.              - Kids                                                                            - https://myanimelist.net/anime/6519
Tamagotchi!                                                                                 - 6.37  - 2009 - 143 episode(s)     - 25 min. per ep.      - Comedy, Kids                                                                    - https://myanimelist.net/anime/6900
Tanoshii Muumin Ikka                                                                        - 8.04  - 1990 - 78 episode(s)      - 24 min. per ep.      - Adventure, Comedy, Fantasy, Kids, Slice of Life                                 - https://myanimelist.net/anime/2150
Teekyuu 7                                                                                   - 6.80  - 2016 - 12 episode(s)      - 2 min. per ep.       - Comedy, Shounen, Sports                                                         - https://myanimelist.net/anime/32228
Teekyuu 9                                                                                   - 6.73  - 2017 - 12 episode(s)      - 2 min. per ep.       - Comedy, Sports                                                                  - https://myanimelist.net/anime/35370
Tell Your World                                                                             - 6.97  - 2012 - 1 episode(s)       - 4 min.               - Music                                                                           - https://myanimelist.net/anime/15673
Tenshi no Drop                                                                              - 3.69  - 2013 - 1 episode(s)       - 5 min.               - Comedy, Ecchi, Shounen                                                          - https://myanimelist.net/anime/16436
Tesagure! Bukatsumono Encore                                                                - 7.14  - 2014 - 12 episode(s)      - 11 min. per ep.      - Parody, School, Slice of Life                                                   - https://myanimelist.net/anime/21851
The iDOLM@STER Million Live! 4th Anniversary PV                                             - 6.73  - 2017 - 1 episode(s)       - 9 min.               - Comedy, Music, Slice of Life                                                    - https://myanimelist.net/anime/35081
Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen                                           - 5.58  - 1999 - 1 episode(s)       - 40 min.              - Adventure, Sci-Fi                                                               - https://myanimelist.net/anime/20111
Toaru Kagaku no Railgun S                                                                   - 8.12  - 2013 - 24 episode(s)      - 24 min. per ep.      - Action, Sci-Fi, Super Power                                                     - https://myanimelist.net/anime/16049
Tokiwa Kitareri!!                                                                           - 5.69  - 2016 - 1 episode(s)       - 30 sec.              - Action, Magic, Shounen                                                          - https://myanimelist.net/anime/32564
Tokyo ESP                                                                                   - 6.63  - 2014 - 12 episode(s)      - 24 min. per ep.      - Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen                      - https://myanimelist.net/anime/21353
Tokyo Tribe 2                                                                               - 6.89  - 2006 - 13 episode(s)      - 21 min. per ep.      - Action, Drama                                                                   - https://myanimelist.net/anime/1703
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun                                               - 7.24  - 2013 - 1 episode(s)       - 27 min.              - Comedy, Historical, Romance, Shoujo                                             - https://myanimelist.net/anime/16866
Toriko: Jump Super Anime Tour 2009 Special                                                  - 7.10  - 2009 - 1 episode(s)       - 27 min.              - Action, Super Power, Adventure, Comedy, Shounen                                 - https://myanimelist.net/anime/6941
Touch: Sebangou no Nai Ace                                                                  - 6.97  - 1986 - 1 episode(s)       - 1 hr. 33 min.        - Drama, Romance, Sports                                                          - https://myanimelist.net/anime/2491
Toumei Ningen R                                                                             - 6.49  - 2010 - 2 episode(s)       - 27 min. per ep.      - Hentai                                                                          - https://myanimelist.net/anime/8289
Transformers: Choujin Master Force                                                          - 6.81  - 1988 - 47 episode(s)      - 24 min. per ep.      - Adventure, Mecha, Sci-Fi, Shounen                                               - https://myanimelist.net/anime/924
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA                                 - 5.90  - 2004 - 4 episode(s)       - 12 min. per ep.      - Comedy, Drama, Harem, Romance, Sci-Fi                                           - https://myanimelist.net/anime/12881
Tuzki: Love Assassin                                                                        - 5.87  - 2014 - 1 episode(s)       - 2 min.               - Comedy, Romance                                                                 - https://myanimelist.net/anime/23903
Uchuu Senkan Yamato: Fukkatsu-hen                                                           - 7.15  - 2009 - 1 episode(s)       - 2 hr. 15 min.        - Action, Military, Adventure, Space, Drama                                       - https://myanimelist.net/anime/7144
Ultra B: Black Hole kara no Dokusaisha BB!!                                                 - 5.80  - 1988 - 1 episode(s)       - 20 min.              - Adventure, Comedy                                                               - https://myanimelist.net/anime/10244
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko                                            - 6.42  - 1997 - 1 episode(s)       - 30 min.              - Comedy, Kids                                                                    - https://myanimelist.net/anime/4681
Umeboshi Denka: Uchuu no Hate kara Panparopan!                                              - 6.41  - 1994 - 1 episode(s)       - 30 min.              - Comedy                                                                          - https://myanimelist.net/anime/12861
Umi no Mizu wa Naze Karai                                                                   - 5.72  - 1935 - 1 episode(s)       - 10 min.              - Historical                                                                      - https://myanimelist.net/anime/6835
Uragiri wa Boku no Namae wo Shitteiru                                                       - 7.39  - 2010 - 24 episode(s)      - 23 min. per ep.      - Adventure, Drama, Fantasy, Shoujo, Shounen Ai                                   - https://myanimelist.net/anime/7058
Usakame                                                                                     - 5.87  - 2016 - 12 episode(s)      - 3 min. per ep.       - Comedy, Sports, Shounen                                                         - https://myanimelist.net/anime/32454
Venus Project: Climax                                                                       - 5.42  - 2015 - 6 episode(s)       - 23 min. per ep.      - Action, Music                                                                   - https://myanimelist.net/anime/30251
Venus Versus Virus                                                                          - 6.49  - 2007 - 12 episode(s)      - 24 min. per ep.      - Drama, Romance, Supernatural                                                    - https://myanimelist.net/anime/1607
Wagamama High Spec                                                                          - 5.46  - 2016 - 12 episode(s)      - 3 min. per ep.       - Comedy, School                                                                  - https://myanimelist.net/anime/31439
Wasurenagumo                                                                                - 7.17  - 2012 - 1 episode(s)       - 25 min.              - Comedy, Supernatural                                                            - https://myanimelist.net/anime/13171
Watt Poe to Bokura no Ohanashi                                                              - 6.36  - 1988 - 1 episode(s)       - 54 min.              - Adventure, Sci-Fi                                                               - https://myanimelist.net/anime/4521
Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian                                   - 4.97  - 2012 - 1 episode(s)       - 1 hr. 27 min.        - Adventure, Comedy, Kids                                                         - https://myanimelist.net/anime/18491
Xiao Yeyou                                                                                  - 5.14  - 2014 - 1 episode(s)       - 3 min.               - Comedy, Fantasy, Kids                                                           - https://myanimelist.net/anime/32933
Yakitate!! Japan                                                                            - 8.02  - 2004 - 69 episode(s)      - 24 min. per ep.      - Comedy, Shounen                                                                 - https://myanimelist.net/anime/28
Yamada-kun to 7-nin no Majo (TV)                                                            - 7.85  - 2015 - 12 episode(s)      - 24 min. per ep.      - Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen                  - https://myanimelist.net/anime/28677
Yoku Wakaru Gendai Mahou                                                                    - 6.53  - 2009 - 12 episode(s)      - 24 min. per ep.      - Comedy, Magic                                                                   - https://myanimelist.net/anime/5454
Yona Yona Penguin                                                                           - 5.74  - 2009 - 1 episode(s)       - 1 hr. 30 min.        - Adventure, Fantasy, Kids                                                        - https://myanimelist.net/anime/7314
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)                                        - 7.92  - 2017 - 12 episode(s)      - 24 min. per ep.      - Drama, Psychological, School, Slice of Life                                     - https://myanimelist.net/anime/35507
Yowamushi Pedal: Re:ROAD                                                                    - 7.48  - 2015 - 1 episode(s)       - 1 hr. 29 min.        - Drama, Shounen, Sports                                                          - https://myanimelist.net/anime/30790
Yumeyume                                                                                    - 6.31  - 2012 - 1 episode(s)       - 3 min.               - Music                                                                           - https://myanimelist.net/anime/12683
Zettai Junpaku♡Mahou Shoujo                                                                 - 5.42  - 2012 - 1 episode(s)       - 6 min.               - Action, Ecchi, Harem, Magic                                                     - https://myanimelist.net/anime/16656
Ziggy: Soreyuke! R&R Band                                                                   - 6.10  - 1991 - 1 episode(s)       - 1 hr. 10 min.        - Adventure, Music, Mystery                                                       - https://myanimelist.net/anime/11093
\xe2\x96\xb2MEW\xe2\x96\xb2△ MEW△ CAKE                                                      - N/A   - 2018 - 1 episode(s)       - 3 min.               - Music                                                                           - https://myanimelist.net/anime/37353
himitsukesshatakanotsume.jp Specials                                                        - 5.17  - 2012 - 2 episode(s)       - 5 min. per ep.       - Comedy, Parody                                                                  - https://myanimelist.net/anime/30752
